clus,pois,latitude,longitude,time,categories
273,Farmacia_di_San_Marco,43.778963,11.25913,210.25,architetturedifirenze;basilichedifirenze
274,Fontana_dell'Agnellino,43.77,11.26044167,327.3333333,fontanedifirenze
275,Via_Gino_Capponi,43.77882778,11.26382222,1047.5,stradedifirenze
276,Palazzo_Peruzzi-Bourbon_del_Monte,43.76898889,11.25993889,120,palazzidifirenze
277,Arco_dei_Peruzzi,43.7685,11.26009167,1215.55,archidifirenze
278,Palazzo_Pola_e_Todescan,43.77234722,11.25355278,402.0222222,palazzidifirenze
279,Palazzo_delle_Farine;Palazzo_Giugni_(via_della_Condotta),43.77017778,11.25630556,713.7727273,palazzidifirenze;palazzidifirenze
280,Palazzo_Medici_Tornaquinci,43.77066111,11.25156667,120,palazzidifirenze
282,Sala_di_Clemente_VII,43.76892778,11.25708611,1891.090909,ciclidiaffreschidifirenze;palazzidifirenze
283,Biblioteca_delle_Oblate,43.77245278,11.25985556,415.6666667,bibliotechedifirenze
284,Palazzo_Bastogi_(via_dell'Oriuolo),43.77224167,11.25961111,120,palazzidifirenze;bibliotechedifirenze
285,Villa_Coppini,43.79456944,11.26528056,120,ville
286,Palazzo_Gherardi,43.77008056,11.26284444,687.3513514,palazzidifirenze
287,Via_Faentina,43.79326667,11.27203333,120,stradedifirenze
288,Villa_Sassetti,43.7973,11.26262222,120,ville;residenze
290,Ponte_della_tramvia,43.77636944,11.22945,2193.5,pontidifirenze
291,Palazzo_Vettori,43.77651111,11.25743889,1266.714286,palazzidifirenze
292,Tempio_Maggiore_Israelitico_di_Firenze,43.77281944,11.266625,333.3846154,sinagoghedifirenze;museidifirenze;architetturedifirenze
293,Palazzo_Capponi_alle_Rovinate;Chiesa_di_Santa_Lucia_dei_Magnoli,43.76602222,11.25622778,120,chiesedifirenze;palazzidifirenze;residenze
294,Chiesa_di_Santa_Maria_Maddalena_dei_Pazzi,43.77429444,11.26464722,1747.714286,chiesedifirenze;architetturedifirenze
296,Chiesa_di_San_Carlo_dei_Barnabiti,43.76691944,11.24621944,120,chiesedifirenze
297,Piazza_San_Felice_in_Piazza,43.7651,11.24802778,992.9375,piazzedifirenze
298,Chiesa_di_Santa_Maria_al_Pignone,43.77286111,11.23521667,120,chiesedifirenze;edificidicultodifirenze
299,Cimitero_monumentale_ebraico_di_Firenze,43.76945278,11.23845556,1082,cimiteridifirenze
300,Via_Panicale,43.77720833,11.25324722,120,stradedifirenze
301,Giardino_del_Bobolino,43.75793611,11.24823333,120,giardinidifirenze
302,Ponte_Amerigo_Vespucci,43.77196667,11.24298611,134.8225806,pontidifirenze
303,Torri_dei_Barbadori,43.76790833,11.25153611,129.547619,torridifirenze
304,Via_Santo_Spirito,43.76844722,11.248375,181.1,stradedifirenze
305,Via_de'_Pecori,43.77273056,11.25331111,171.1304348,stradedifirenze
306,Palazzo_Piccioli,43.76965833,11.25060556,120,palazzidifirenze
307,Monumento_a_Garibaldi_(Firenze),43.77368611,11.24079167,1520.9,monumentidifirenze;scultureafirenze
308,Basilica_di_Santa_Maria_Novella,43.77461667,11.24940833,408.875,chiesedifirenze;monumentidifirenze;basilichedifirenze;architetturedifirenze;edificidicultodifirenze
309,Cappella_dei_Magi,43.77513611,11.25588333,458.2142857,ciclidiaffreschidifirenze;dipintiafirenze;opered'arterinascimentaliriguardantil'imperobizantino;cappelledifirenze;arterinascimentale
310,Accademia_di_belle_arti_di_Firenze,43.77719,11.25933,170.0833333,accademieeistitutidiculturadellatoscana;galleriadell'accademia;architetturedifirenze
311,Via_dell'Agnolo,43.76993611,11.26603056,710,stradedifirenze
312,Palazzo_Scali-Ricasoli,43.76997222,11.25178889,1137.076923,palazzidifirenze
313,Palazzo_Tempi,43.76664444,11.25504167,602.5510204,palazzidifirenze
314,Palazzo_Quaratesi,43.77291667,11.26298333,120,giambologna;palazzidifirenze
315,Casino_Salviati,43.77725278,11.26701111,120,palazzidifirenze
316,Via_de'_Neri,43.7682,11.25797778,120,stradedifirenze
317,Via_de'_Benci,43.768275,11.26003889,484.375,stradedifirenze
318,Palazzo_Vecchietti,43.77161667,11.25296389,120,palazzidifirenze
319,Palazzo_dei_Cartelloni;Oratorio_di_San_Giuseppe,43.77548611,11.25165278,1873.777778,palazzidifirenze;chiesedifirenze
320,Palazzo_Sassetti,43.77116389,11.25304444,449.2333333,palazzidifirenze
321,Borgo_San_Jacopo,43.76773056,11.25182222,120,stradedifirenze
322,Tabernacolo_delle_Stinche,43.77037778,11.26076944,120,tabernacolidifirenze
323,Palazzi_Gianfigliazzi,43.76993611,11.249975,161.7333333,palazzidifirenze
324,Galleria_Rinaldo_Carnielo,43.78121944,11.26661111,3213,museidifirenze;casemuseo
325,Cappella_Sassetti;Sagrestia_di_Santa_Trinita;Basilica_di_Santa_Trinita;Cappella_Bartolini_Salimbeni,43.77017778,11.25066667,243,basilichedifirenze;dipintiafirenze;basilichedifirenze;chiesedifirenze;ciclidiaffreschidifirenze;ciclidiaffreschidifirenze;basilichedifirenze;sagrestiedifirenze;operedilorenzoghiberti;cappelledifirenze;dipintiafirenze;cappelledifirenze;basilichedifirenze
326,Borgo_Pinti,43.77430556,11.264075,120,stradedifirenze
327,Palazzo_Pitti-Mannelli,43.76808889,11.2496,1377.48,palazzidifirenze
328,Chiesa_di_Nostra_Signora_del_Sacro_Cuore_(Firenze),43.78125556,11.25558611,120,edificidicultodifirenze;chiesedifirenze
329,Palazzo_Corsini-Serristori,43.76793889,11.26055,227,palazzidifirenze
330,Biblioteca_Medicea_Laurenziana,43.77441111,11.25365556,202.1764706,bibliotechedifirenze
331,Palazzo_Neroni,43.77543889,11.25527778,120,palazzidifirenze
333,Palazzo_Temple_Leader,43.76589444,11.24945833,140.5,palazzidifirenze
334,Palazzo_di_Valfonda,43.77837222,11.24851389,251.4,palazzidifirenze
335,Palazzetto_dei_Serragli,43.77676944,11.25501111,693.5625,palazzidifirenze
337,Palazzo_Ximenes_da_Sangallo,43.7759,11.26606944,687.7142857,palazzidifirenze
339,Badia_Fiorentina,43.77043333,11.25771667,365.3232323,abbaziedifirenze
340,Palazzo_Venturi,43.77350833,11.25154167,120,palazzidifirenze
341,Ponte_alle_Grazie,43.76628,11.25827,199.8531469,pontidifirenze
342,Teatro_della_Piazza_vecchia,43.77476944,11.251125,505.9473684,architetturedifirenze;teatridifirenze
343,Teatro_Nuovo_(Firenze_via_Bufalini),43.77325556,11.258775,174.3888889,teatridifirenze
344,Teatro_Auditorium_al_Duomo,43.77371944,11.25271667,1800,teatridifirenze
345,Area_ex-Longinotti,43.75753056,11.28912778,1329,architetturedifirenze
346,Teatro_del_Rondò_di_Bacco,43.76595833,11.25073333,120,teatridifirenze;palazzidifirenze
347,Chiesa_di_Santa_Lucia_sul_Prato,43.77461944,11.24350556,201.2857143,chiesedifirenze
348,Teatro_dell'Affratellamento,43.76308333,11.27568056,120,teatridifirenze
350,Teatro_Goldoni_(Firenze),43.76471389,11.24437222,120,teatridifirenze
351,Giardini_della_Fortezza,43.78236667,11.25164167,507.8363636,giardinidifirenze
352,Piazza_Bambine_e_Bambini_di_Beslan,43.78041389,11.24961389,120,piazzedifirenze
353,Palazzo_Pasquali,43.77288611,11.25171667,120,palazzidifirenze;residenze
354,Palazzo_Giuntini,43.77225,11.24490833,120,alberghidifirenze;palazzidifirenze
355,Via_Porta_Rossa,43.77018333,11.25405556,299.2,stradedifirenze
356,Villa_di_Volsanminiato,43.75098056,11.25611389,120,ville
357,Chiesa_di_Santa_Reparata;Cattedrale_di_Santa_Maria_del_Fiore,43.77323,11.25599,623.4115044,chiesedifirenze;monumentidifirenze;cattedralidellaprovinciadifirenze;architetturedifirenze;duomo;cattedralidellaprovinciadifirenze
358,Caserma_Antonio_Baldissera,43.76628889,11.26987778,120,caserme;architetturedifirenze
359,Chiesino_del_Suffragio,43.77238889,11.273425,177.3333333,chiesedifirenze
362,Madonna_reliquiario_di_Santa_Maria_Maggiore;Chiesa_di_Santa_Maria_Maggiore_(Firenze),43.77326944,11.25306667,1738.057143,chiesedifirenze;dipintiafirenze;maestà
363,Stazione_di_Firenze_Belfiore,43.78446944,11.24273889,300,stazioniferroviariedifirenze
364,Chiesa_di_Maria_Mater_Misericordiae,43.76543333,11.24876667,298.2592593,chiesedifirenze
365,Museo_degli_strumenti_musicali_(Firenze),43.77647,11.25894,120,galleriadell'accademia;museidifirenze
366,Palazzo_dei_Vescovi_fiorentini,43.789825,11.25607222,3223.4,palazzidifirenze;architetturedifirenze
367,Palazzo_Torrigiani_Del_Nero,43.76531944,11.25812778,120,palazzidifirenze
368,Torre_dei_Salterelli,43.76921111,11.25451389,120,torridifirenze
369,Villa_Agape-Arrighetti,43.75234722,11.25668611,120,ville
371,Via_dei_Lavatoi,43.76977778,11.26089167,1748,stradedifirenze
372,Via_della_Condotta,43.77021389,11.25663333,120,stradedifirenze
373,Fontana_del_Bacchino_(Boboli),43.76594167,11.25126667,120,boboli;fontanedifirenze
374,Grotticina_della_Madama,43.76534167,11.25313611,559.1428571,boboli;architetturedifirenze;grotteartificiali
375,Via_de'_Bardi,43.76565833,11.25642222,120,stradedifirenze
376,Galleria_del_costume,43.76460833,11.24905833,211.6590909,palazzidifirenze;museidifirenze
377,Palazzo_Beccanugi,43.77249444,11.25123056,1680.913043,palazzidifirenze
378,Museo_delle_porcellane,43.762,11.25250556,430.2058824,museidifirenze;porcellana;palazzidifirenze
379,Torre_dei_Sacchetti,43.77023333,11.257025,320.8333333,torridifirenze
380,Corridoio_Vasariano,43.76820278,11.25404722,382.8952234,pinacoteched'italia;museidifirenze;uffizi
381,Chiesa_di_Sant'Onofrio_(Firenze),43.76724167,11.26680278,405.3,chiesedifirenze
382,Casa-galleria_Vichi,43.77225556,11.24610278,120,palazzidifirenze
383,Porta_San_Gallo,43.78371111,11.26179167,120,architetturedifirenze
384,Villa_Triste,43.79196111,11.26121111,120,storiadifirenze;ville;luoghidellaresistenzaitaliana;italianellasecondaguerramondiale
385,Villa_Fabbricotti_(Firenze),43.79048333,11.25736944,120,ville
386,Villa_dell'Ombrellino,43.76324444,11.23191667,120,ville
388,Oratorio_della_Compagnia_di_San_Michele_della_Pace,43.77169722,11.26631111,252.5151515,chiesedifirenze
389,Via_della_Canonica;Torre_dei_Visdomini,43.77225278,11.25609444,1202.297297,torridifirenze;stradedifirenze
390,Piazza_Strozzi,43.77129167,11.25231389,271.4320988,piazzedifirenze
391,Palazzo_Arcivescovile_(Firenze),43.77307222,11.25433056,122.6695652,palazzidifirenze
392,Loggia_dei_Servi_di_Maria,43.77666389,11.26038611,179.0571429,loggedifirenze;architetturedifirenze
393,Chiesa_di_San_Pier_Maggiore_(Firenze),43.77134722,11.26178333,120,chiesedifirenze
394,Palazzo_Bartolini_Salimbeni,43.77018889,11.25169167,1800,palazzidifirenze
396,Porta_alla_Croce,43.77075833,11.27099722,349.2,architetturedifirenze
397,Porta_al_Prato,43.77790278,11.23996389,150.8888889,architetturedifirenze
398,Basilica_di_Santa_Maria_del_Carmine_(Firenze),43.76800278,11.24390278,775.5333333,chiesedifirenze;basilichedifirenze;monumentidifirenze
399,Torre_degli_Strozzi,43.77065278,11.25208889,120,torridifirenze
400,Biblioteca_Marucelliana,43.77745833,11.25776389,120,bibliotechedifirenze
402,Viale_Giacomo_Matteotti,43.78063611,11.26501389,120,stradedifirenze
403,Villa_La_Pietra,43.79581389,11.26605833,120,ville;residenze
404,Palazzo_Pannocchieschi,43.76685278,11.24864722,173,palazzidifirenze
405,Chiesa_di_San_Felice_in_Piazza,43.76505,11.24760278,120,chiesedifirenze
406,Parco_della_musica_e_della_cultura,43.78002222,11.23370556,120,teatridifirenze
407,Museo_Annigoni;Villa_Bardini;Museo_Capucci,43.76400278,11.25628056,320.7666667,museidifirenze;museidifirenze;ville
408,Torre_degli_Alberti,43.76796667,11.25989167,339.5555556,torridifirenze
409,Giardino_di_scultura_contemporanea_olandese,43.75393889,11.24708889,120,giardinidifirenze
410,Istituto_Statale_d'Arte_di_Firenze,43.75973333,11.24606389,2299.823529,scuoledifirenze;museidifirenze
411,Torre_dei_Cerchi,43.77071944,11.25628056,369.1176471,torridifirenze
412,Torre_della_Castagna;Casa_di_Dante,43.77099722,11.2571,258.9583333,casemuseo;monumentidifirenze;museidifirenze;torridifirenze
413,Torre_dei_Buondelmonti,43.76952222,11.25337778,261.5454545,torridifirenze
414,Museo_Torrini,43.77353333,11.25640278,153.9387755,museidifirenze;oreficeria
415,Piazza_del_Limbo,43.76925278,11.25191667,120,piazzedifirenze
416,Torre_dei_Consorti,43.76862778,11.25337778,459.4501992,torridifirenze
417,Torre_dei_Gianfigliazzi,43.7699,11.250825,120,torridifirenze
419,Cappella_di_Eleonora,43.76917222,11.25631667,389.6725664,ciclidiaffreschidifirenze;cappelledifirenze;dipintiafirenze
420,Via_di_Capaccio;Palazzo_dell'Arte_della_Seta,43.76961667,11.25406944,120,stradedifirenze;palazzidifirenze
421,Chiostro_degli_Angeli,43.774975,11.26084722,588.25,chiostridifirenze;ciclidiaffreschidifirenze
422,Chiesa_del_Preziosissimo_Sangue_di_Gesù,43.78750833,11.22961667,2020.666667,chiesedifirenze
423,Bagno_comunale_di_Firenze,43.76681389,11.24649444,120,architetturedifirenze
424,Palazzetto_Medici,43.76883611,11.24746667,120,residenze;palazzidifirenze
425,Chiesa_di_Santa_Maria_degli_Ughi,43.771175,11.25254444,221.2352941,chiesedifirenze;edificidicultodifirenze
426,Chiesa_di_San_Jacopo_di_Ripoli,43.77684722,11.243875,120,chiesedifirenze
427,Palazzo_Coverelli;Palazzo_Segni;Palazzo_Machiavelli,43.76837222,11.24898889,384.8846154,palazzidifirenze;palazzidifirenze;palazzidifirenze
428,Oratorio_dei_Buonomini_di_San_Martino;Il_Pennello,43.77091667,11.25680278,120,chiesedifirenze;firenze;ristoranti
429,Palazzo_delle_Poste_(Firenze),43.77066667,11.25328889,120,sedipostalidifirenze;palazzidifirenze
430,Via_Pietrapiana,43.77142778,11.26463333,120,stradedifirenze
431,Villino_Lampredi_(via_Giano_della_Bella_9),43.76516944,11.240175,120,palazzidifirenze
432,Istituto_Geografico_Militare,43.77732,11.26003,120,palazzidifirenze;istituzionigeografiche
433,Museo_dell'Opera_del_Duomo_(Firenze),43.773075,11.25786944,737.8039216,museidifirenze
434,Istituto_delle_Suore_Serve_di_Maria_Santissima_Addolorata,43.79410278,11.27193056,120,chiesedifirenze;luoghidell'olocaustoinitalia
435,Via_de'_Ginori,43.776775,11.25605833,120,stradedifirenze
436,Palazzo_Spinelli_(Firenze),43.76804444,11.261175,120,palazzidifirenze
437,Chiesa_di_San_Martino_in_Santa_Maria_della_Scala,43.77594444,11.24475278,409.8,chiesedifirenze
438,Villa_Il_Tasso,43.75953889,11.27774722,120,ville
439,Casa_di_Ignazio_Villa,43.77448056,11.24305556,120,palazzidifirenze
440,Palazzo_dei_Buonaguisi,43.77035833,11.2554,198.2142857,palazzidifirenze
441,Mercato_Centrale_(Firenze),43.77663056,11.25330278,340.9677419,architetturedifirenze;mercatidifirenze
442,Palazzo_Aldobrandini,43.77456667,11.25268611,146.9583333,palazzidifirenze
443,Hotel_Majestic,43.77503611,11.25115,2864.4,alberghidifirenze;sedibancariedifirenze;palazzidifirenze
444,Oratorio_dei_Santi_Jacopo_e_Filippo,43.77428889,11.24712222,485.0588235,chiesedifirenze;oratoridellatoscana
445,Palazzo_Albizi,43.77157222,11.26038889,120,palazzidifirenze
446,Oratorio_di_San_Sebastiano_de'_Bini,43.76468611,11.247,981.6666667,ospedalidifirenze;chiesedifirenze
447,Chiesa_di_San_Giorgio_alla_Costa,43.76533056,11.25500278,120,chiesedifirenze
448,Chiesa_di_Santa_Elisabetta_delle_Convertite,43.76544722,11.24430833,120,chiesedifirenze
449,Chiesa_di_San_Pier_Gattolino,43.76315,11.24409167,120,chiesedifirenze
450,Chiesa_di_San_Giovanni_Battista_della_Calza,43.76103056,11.24183889,120,chiesedifirenze
451,Palazzo_Lanfredini,43.76905,11.24822222,120,palazzidifirenze
452,Farmacia_di_Santa_Maria_Novella,43.77433889,11.24787778,248.5769231,basilichedifirenze;architetturedifirenze
453,Chiesa_di_San_Salvatore_al_Monte,43.76158056,11.26540556,316.247619,chiesedifirenze
454,Giardino_delle_Rose,43.76293333,11.26279167,257.7109375,giardinidifirenze
455,Piazza_della_Vittoria_(Firenze),43.78608889,11.25566944,120,piazzedifirenze
456,Canto_dei_Carnesecchi,43.77345278,11.25211667,848.1282051,stradedifirenze
457,Palazzo_Bargellini,43.76912778,11.26313889,235.7,palazzidifirenze
458,Palazzo_del_Capitolo_dei_Canonici;Piazza_del_Capitolo,43.77241111,11.25656944,120,palazzidifirenze;chiesedifirenze;piazzedifirenze
459,Palazzo_Martelli,43.77406111,11.25353611,120,casemuseo;palazzidifirenze
460,Chiostro_degli_Aranci,43.77031944,11.25745833,120,ciclidiaffreschidifirenze;chiostridifirenze;dipintiafirenze
461,Via_Cavour_(Firenze),43.77602222,11.25687222,156.9,stradedifirenze
462,Palazzo_Portinari-Salviati,43.77157778,11.25741667,484,sedibancariedifirenze;palazzidifirenze
463,Chiesa_Cristiana_Evangelica_dei_Fratelli,43.77004444,11.25829167,120,chiesedifirenze
464,Conservatorio_delle_Mantellate,43.7828,11.26099444,120,chiesedifirenze
465,Palazzo_Gianni-Lucchesini-Vegni,43.76431111,11.26015278,120,palazzidifirenze
466,Torre_dei_Ricci;Torre_dei_Ghiberti,43.77153889,11.25626667,632.3478261,torridifirenze;torridifirenze
467,Palazzo_Strozzi_di_Mantova,43.77271944,11.25825278,374.673913,palazzidifirenze
468,Ex_convento_di_San_Francesco_de'_Macci,43.76885833,11.26503056,120,chiesedifirenze;ospedalidifirenze
469,Torre_dei_Macci,43.77113056,11.25514167,120,torridifirenze
470,Chiesa_di_San_Jacopo_Soprarno,43.7681,11.25089167,120,chiesedifirenze
472,Palazzo_Bardi-Tempi,43.76696667,11.25928056,120,palazzidifirenze
473,Chiesa_di_Sant'Apollinare_(Firenze),43.77010278,11.25803611,306.6190476,chiesedifirenze
474,Palazzo_Stiozzi_Ridolfi,43.7645,11.25938889,406.5,palazzidifirenze
475,Palazzo_Michelozzi,43.76709444,11.24929444,120,palazzidifirenze
476,Giardino_dei_Semplici,43.77884,11.26076,1550.111111,ortibotanicid'italia;museidifirenze;giardinidifirenze
477,Palazzo_Davanzati,43.770125,11.25297778,450.3414634,casemuseo;palazzidifirenze
478,Palazzo_Caccini,43.77341944,11.26310833,167.6,palazzidifirenze
479,Giardino_del_Borgo,43.77672778,11.26667222,120,giardinidifirenze
480,Monumento_a_Giovanni_delle_Bande_Nere,43.77501111,11.25496667,120,monumentidifirenze;scultureafirenze;fontanedifirenze
481,Ponte_alla_Vittoria,43.77488611,11.23441944,120,pontidifirenze
484,Chiesa_di_Santa_Maria_dei_Battilani,43.78000833,11.25794167,120,chiesedifirenze;edificidicultodifirenze
486,Ponte_di_San_Niccolò,43.76476111,11.27112778,120,pontidifirenze;pontisull'arno
487,Via_dell'Ariento,43.77585,11.25330833,150.975,stradedifirenze
488,Palazzo_Benci,43.77518056,11.25300556,372.7878788,palazzidifirenze
489,Complesso_di_San_Firenze,43.76957778,11.25814722,120,architetturedifirenze;chiesedifirenze
490,Palazzo_Roffia,43.77254444,11.26253611,856.1333333,palazzidifirenze
491,Bottegone_(Firenze),43.77356944,11.255675,469.740458,esercizistoricidifirenze
493,Palazzo_Viviani_della_Robbia,43.77171389,11.25120278,120,palazzidifirenze
494,Cimitero_delle_Porte_Sante,43.75895278,11.26408611,205.6086957,cimiteridifirenze;basilichedifirenze
495,Palazzo_ex-Nuova_Italia,43.78301389,11.26664722,2318.25,palazzidifirenze
496,Casa_Acciaiuoli,43.76926667,11.25302222,120,palazzidifirenze
497,Via_del_Campanile,43.77244444,11.25593889,120,stradedifirenze
498,Palazzo_Pitti;Galleria_d'arte_moderna_(Firenze),43.76517778,11.24995833,619.8461538,palazzidifirenze;galleriad'artemodernadifirenze
499,Padiglione_Spadolini,43.7821,11.25028611,2074.512821,architetturedifirenze
500,San_Giovanni_Evangelista_(Baccio_da_Montelupo);San_Giovanni_Battista_(Ghiberti),43.77063611,11.25524722,120,scultureafirenze;scultureafirenze
501,Piazza_Santa_Trinita,43.77008056,11.25124444,120,piazzedifirenze
502,Via_della_Vigna_Nuova,43.77124722,11.24996667,154.625,stradedifirenze
503,Chiesa_di_San_Remigio,43.76838333,11.25846667,860.2352941,chiesedifirenze
504,Cappella_Corsini,43.76763889,11.24408611,120,cappelledifirenze;basilichedifirenze
505,Palazzo_Tempi-Mazzei;Tabernacolo_del_Canto_alla_Cuculia,43.76783889,11.24567778,120,tabernacolidifirenze;palazzidifirenze
506,Anfiteatro_romano_di_Firenze,43.76929722,11.25975,120,anfiteatri;architetturedifirenze
507,Palazzo_Antinori_di_Brindisi,43.76828333,11.24621944,1800,palazzidifirenze
509,Palazzina_Brogi,43.76677222,11.26102778,1250.192308,palazzidifirenze
510,Stazione_Leopolda_(Firenze),43.77782778,11.23812222,1800,teatridifirenze;stazioniferroviariedifirenze
511,Casa_Buonarroti,43.76990278,11.26375833,2367.181818,museidifirenze;casemuseo;casabuonarroti
512,Palazzo_Guadagni;Biblioteca_Pietro_Thouar,43.76611389,11.24726944,688.75,palazzidifirenze;bibliotechedifirenze
513,Chiesa_di_San_Jacopino,43.78214167,11.23946944,120,chiesedifirenze
514,Piazza_San_Jacopino,43.78384722,11.24036944,120,piazzedifirenze
515,Palazzina_della_Livia,43.77812,11.25823,891.875,palazzidifirenze
516,Oratorio_di_San_Niccolò_del_Ceppo,43.77071944,11.26168056,120,chiesedifirenze
517,Chiesa_di_Santa_Maria_in_Campo,43.77216389,11.25825,1621.105263,edificidicultodifirenze;chiesedifirenze
518,Palazzo_Pandolfini,43.78071667,11.25958056,1042.5,palazzidifirenze;architetturedifirenze
519,Casa_museo_Rodolfo_Siviero,43.76526111,11.25937778,120,casemuseo;museidifirenze
520,Palazzo_di_Bianca_Cappello,43.76703056,11.24903889,120,palazzidifirenze
521,Chiesa_e_convento_di_San_Vincenzo_d'Annalena,43.76449444,11.24539167,1800,chiesedifirenze
522,Palazzo_Guicciardini,43.76654167,11.2511,120,residenze;palazzidifirenze
523,Basilica_di_San_Miniato_al_Monte;Cappella_del_Cardinale_del_Portogallo,43.75963889,11.26523889,273.7294118,dipintiafirenze;basilichedifirenze;cappelledifirenze;basilichedifirenze;architetturedifirenze
525,Stazione_di_Firenze_Santa_Maria_Novella,43.77633,11.24752,219.0545455,architetturedifirenze;stazioniferroviariedifirenze
526,Nelson_Mandela_Forum,43.77675833,11.28299444,2919.681818,arenedipallacanestroinitalia;sportinprovinciadifirenze;impiantisportividifirenze
527,Cappellone_degli_Spagnoli,43.77483333,11.24885278,484.6666667,cappelledifirenze;basilichedifirenze;dipintiafirenze;ciclidiaffreschidifirenze
528,Chiostro_Verde,43.77456667,11.24889167,210,chiostridifirenze;basilichedifirenze;ciclidiaffreschidifirenze
529,Cappella_Peruzzi;Cappella_Baroncelli;Cappella_Bardi,43.7681,11.26341667,568.7068966,ciclidiaffreschidifirenze;basilichedifirenze;ciclidiaffreschidifirenze;cappelledifirenze;basilichedifirenze;cappelledifirenze;dipintiafirenze;dipintiafirenze;basilichedifirenze;dipintiafirenze;ciclidiaffreschidifirenze;cappelledifirenze
530,Palazzina_Reale_di_Santa_Maria_Novella,43.77784167,11.24830833,120,architetturedifirenze;palazzidifirenze
531,Palazzo_Canigiani,43.76581944,11.25649167,377.4545455,palazzidifirenze
532,Pescaia_di_Santa_Rosa,43.77121111,11.24448056,222.2033898,firenze
535,Palazzo_Niccolini,43.77493333,11.25884722,266.097561,palazzidifirenze
536,Palazzo_Da_Magnale,43.772675,11.24947778,1300.291667,palazzidifirenze
537,Ospedale_di_Santa_Maria_Nuova,43.77340833,11.25989444,245.1333333,ospedalidifirenze
538,Chiesa_Evangelica_Metodista_(Firenze),43.76808056,11.25955,2089.913043,chiesedifirenze
539,Teatro_Puccini,43.78619444,11.22544722,1757.666667,architetturedifirenze;teatridifirenze
540,Chiesa_di_Santa_Maria_dei_Bardi,43.76681667,11.25471111,163.1648936,chiesedifirenze;edificidicultodifirenze
541,Palazzo_Salviati-Quaratesi,43.77047222,11.26093889,238.5714286,palazzidifirenze
542,Palazzo_di_Alberto_di_Zanobi,43.76856111,11.25738889,2413.818182,palazzidifirenze
543,Via_San_Giuseppe,43.76833889,11.26415,487.6666667,stradedifirenze
544,Via_dei_Malcontenti,43.76728611,11.26706389,120,stradedifirenze
545,Tabernacolo_di_via_dei_Malcontenti,43.76774167,11.26560556,120,tabernacolidifirenze
547,Via_Nazionale_(Firenze),43.77735833,11.252375,120,stradedifirenze
548,Villa_Finaly,43.79961944,11.265975,900,ville
550,Chiesa_Evangelica_Battista_(Firenze),43.77136944,11.24740278,120,chiesedifirenze
551,Casa_famiglia_Santa_Lucia,43.77755556,11.26728333,120,chiesedifirenze
552,Chiesa_di_Santa_Maria_Sopra_Porta,43.76971389,11.25371944,120,edificidicultodifirenze;chiesedifirenze
553,Via_delle_Caldaie,43.76563889,11.24650556,120,stradedifirenze
554,Ex-monastero_di_San_Silvestro,43.77546667,11.26543056,120,monasteridifirenze;chiesedifirenze
555,Palazzo_Tolomei_Biffi;Palazzo_Tolomei_(Firenze),43.77657222,11.25574722,120,palazzidifirenze;palazzidifirenze
556,Chiesa_dei_Santi_Girolamo_e_Francesco_alla_Costa,43.76602222,11.25418611,335.5862069,chiesedifirenze
557,Chiesa_dei_Santi_Agostino_e_Cristina,43.76546111,11.25553889,282,chiesedifirenze
558,Cappella_Pazzi,43.76800556,11.26298889,168.1384615,cappelledifirenze;basilichedifirenze;architetturedifirenze
559,Palazzo_Ginori_(via_de'_Rondinelli),43.77322222,11.25184722,120,palazzidifirenze
560,Oratorio_dei_Santi_Crispino_e_Crespiniano,43.77125833,11.26878611,931.4705882,oratoridellatoscana;chiesedifirenze
561,Palazzo_Guidi_Raggio,43.77494722,11.26165278,120,palazzidifirenze
562,Via_della_Scala,43.77536667,11.24577222,471,stradedifirenze
563,Cappella_Bardi_di_Vernio,43.76834167,11.26356944,911.1764706,basilichedifirenze;cappelledifirenze;dipintiafirenze;ciclidiaffreschidifirenze
564,Casa_di_Bernardo_Buontalenti,43.76578611,11.24848056,120,palazzidifirenze
565,Lungarno_Diaz,43.76706667,11.25813889,120,stradedifirenze
567,Lungarno_degli_Acciaiuoli,43.76905,11.25192778,572.372549,stradedifirenze
568,Palazzo_Settimanni,43.76570278,11.246675,120,palazzidifirenze
569,Monumento_funebre_dell'antipapa_Giovanni_XXIII,43.77321667,11.25491111,381.794702,scultureafirenze;monumentidifirenze
570,Casa_Capponi,43.76969167,11.24535556,120,palazzidifirenze;residenze
571,Palazzo_Rospigliosi_Pallavicini,43.76857222,11.24338056,344.1428571,palazzidifirenze
572,Forte_Belvedere,43.76296667,11.25386667,658.05,architetturedifirenze;fortezzedellatoscana;ville
573,Via_degli_Alfani,43.77519444,11.26089444,120,stradedifirenze
574,Piazza_della_Costituzione_(Firenze),43.78436667,11.26555556,120,piazzedifirenze
575,Ex_monastero_della_Santissima_Concezione,43.77478889,11.24680556,120,monasteridifirenze
576,Lungarno_delle_Grazie;Palazzo_Bombicci_Pontelli,43.76676111,11.26046389,120,residenze;palazzidifirenze;stradedifirenze
577,Studiolo_di_Cosimo_I;Studiolo_di_Francesco_I,43.76912778,11.25655278,490.3714286,palazzidifirenze;palazzidifirenze;studioli;studioli;ciclipittorici
578,Paszkowski,43.77180556,11.253875,281.0437956,caffèstoricidifirenze
579,Palazzo_dello_Strozzino,43.77083611,11.25256944,1215.291667,palazzidifirenze
