id;name;latitude;longitude
F465 ;Piazza_de'_Mozzi;43.765075;11.2582277778
F466 ;Palazzo_dei_Mozzi;43.7646694444;11.2579916667
F467 ;Museo_Bardini;43.7650111111;11.2584305556
F468 ;Palazzo_Torrigiani_Del_Nero;43.7653194444;11.2581277778
F469 ;Palazzo_Nasi;43.7649694444;11.2579916667
F470 ;Ponte_di_San_Niccolò;43.7647611111;11.2711277778
F471 ;Porta_San_Niccolò;43.764475;11.2649305556
F472 ;Via_San_Niccolò;43.7641944444;11.2615111111
F473 ;Piazza_Giuseppe_Poggi;43.7646611111;11.2645805556
F474 ;Chiesa_di_San_Niccolò_Oltrarno;43.7646138889;11.261225
F475 ;Porta_San_Miniato;43.7637138889;11.2615805556
F476 ;Palazzo_Demidoff-Amici;43.764725;11.2605722222
F477 ;Palazzo_Gianni-Lucchesini-Vegni;43.7643111111;11.2601527778
F478 ;Lungarno_Serristori;43.7652333333;11.260775
F479 ;Palazzo_Serristori;43.7650555556;11.2610388889
F480 ;Casa_museo_Rodolfo_Siviero;43.7652611111;11.2593777778
F481 ;Piazza_Demidoff;43.7651472222;11.2601777778
F483 ;Chiesa_Evangelica_Luterana_(Firenze);43.7655472222;11.2571027778
F484 ;Palazzo_Capponi_alle_Rovinate;43.766075;11.2561944444
F485 ;Chiesa_di_Santa_Lucia_dei_Magnoli;43.7660222222;11.2562277778
F486 ;Palazzo_Canigiani;43.7658194444;11.2564916667
F487 ;Palazzo_Tempi;43.7666444444;11.2550416667
F488 ;Ponte_alla_Vittoria;43.7748861111;11.2344194444
F490 ;Palazzina_Reale_delle_Cascine;43.7827333333;11.2200361111
F491 ;Ippodromo_delle_Cascine;43.7802166667;11.2274472222
F495 ;Piazza_Ognissanti;43.7721638889;11.2453722222
F496 ;Palazzo_Giuntini;43.77225;11.2449083333
F498 ;Chiesa_di_Ognissanti;43.7724972222;11.2458833333
F502 ;Cenacolo_del_Ghirlandaio_(Ognissanti);43.7725388889;11.2456361111
F503 ;Borgo_Ognissanti;43.772825;11.2450555556
F504 ;Casa-galleria_Vichi;43.7722555556;11.2461027778
F505 ;Ospedale_di_San_Giovanni_di_Dio;43.7719222222;11.2466861111
F506 ;Palazzo_della_Marescialla;43.7716333333;11.2466388889
F507 ;Chiesa_Evangelica_Battista_(Firenze);43.7713694444;11.2474027778
F508 ;Giardino_Fossombroni;43.7719694444;11.2475194444
F509 ;Pescaia_di_Santa_Rosa;43.7712111111;11.2444805556
F510 ;Via_Palazzuolo;43.7737083333;11.2462833333
F511 ;Oratorio_dei_Vanchetoni;43.7732666667;11.2471916667
F512 ;Chiesa_di_San_Paolino_(Firenze);43.7726611111;11.2477277778
F513 ;Monte_di_Pietà_o_Presto;43.7729833333;11.2480666667
F514 ;Residenza_Contini_Bonacossi;43.7737027778;11.2428333333
F515 ;Piazza_Santa_Maria_Novella;43.7735055556;11.2494222222
F516 ;Grand_Hotel_Minerva;43.7738555556;11.2489916667
F517 ;Basilica_di_Santa_Maria_Novella;43.7746166667;11.2494083333
F518 ;Cappella_Bardi_(Santa_Maria_Novella);43.7750777778;11.2496388889
F519 ;Cappella_Gondi;43.77505;11.2493
F520 ;Cappella_Rucellai;43.7750083333;11.24965
F521 ;Cappella_Strozzi_di_Mantova;43.7750166667;11.2492027778
F522 ;Cappella_Tornabuoni;43.7751277778;11.249425
F523 ;Cappella_di_Filippo_Strozzi;43.7750694444;11.2495611111
F524 ;Trinità_(Masaccio);43.7744777778;11.2491833333
F525 ;Cappellone_degli_Spagnoli;43.7748333333;11.2488527778
F526 ;Crocifisso_di_Santa_Maria_Novella;43.7748666667;11.2494333333
F528 ;Cappella_dei_Papi;43.7751722222;11.2481027778
F529 ;Chiostro_Grande_(Santa_Maria_Novella);43.7747277778;11.2480861111
F530 ;Chiostro_Verde;43.7745666667;11.2488916667
F532 ;Via_della_Scala;43.7753666667;11.2457722222
F533 ;Farmacia_di_Santa_Maria_Novella;43.7743388889;11.2478777778
F534 ;Oratorio_dei_Santi_Jacopo_e_Filippo;43.7742888889;11.2471222222
F535 ;Palazzo_Dal_Borgo;43.7737583333;11.248225
